face_name_align,race,race4,gender,age,race_scores_fair,race_scores_fair_4,gender_scores_fair,age_scores_fair
detected_faces/clip_265_frame_face1.png,White,White,Female,30-39,"[6.5272260e-01 3.7871835e-06 4.6533048e-03 2.9477847e-04 1.5256133e-04
 4.3068841e-04 3.4174234e-01]",[9.9909490e-01 2.2196818e-05 3.9897504e-04 4.8382033e-04],[5.7526381e-04 9.9942476e-01],"[4.20579727e-06 1.00853555e-04 6.69719279e-03 3.59533399e-01
 4.16257888e-01 1.89799175e-01 2.61229351e-02 1.44483370e-03
 3.94858725e-05]"
detected_faces/clip_395_frame_face0.png,Black,Black,Female,30-39,"[3.4065175e-04 9.9625152e-01 2.9348796e-03 2.2986683e-04 1.2763697e-04
 4.8817357e-05 6.6682107e-05]",[1.4190954e-03 9.9022752e-01 8.2666157e-03 8.6760934e-05],[8.8709028e-04 9.9911296e-01],"[5.3295676e-06 8.2696853e-05 2.6250158e-03 1.5167010e-01 6.0858041e-01
 2.0426615e-01 3.1752039e-02 1.0017871e-03 1.6575948e-05]"
detected_faces/clip_524_frame_face0.png,White,White,Male,70+,"[7.0891494e-01 1.1460220e-03 4.2847977e-03 3.6640998e-03 1.6413435e-03
 3.9743230e-04 2.7995142e-01]",[9.9860871e-01 4.0269231e-05 1.2766989e-03 7.4296950e-05],[0.99897534 0.00102466],"[1.2170682e-05 7.3979918e-06 9.5242412e-06 2.7899965e-05 1.7698880e-04
 1.5937411e-03 4.0908560e-02 3.3994389e-01 6.1731988e-01]"
detected_faces/clip_617_frame_face2.png,White,White,Male,30-39,"[8.3801460e-01 1.9783545e-05 2.2536274e-02 4.7158595e-04 6.5085548e-04
 5.8104185e-04 1.3772582e-01]",[9.9100101e-01 6.4612337e-04 5.9305402e-03 2.4223432e-03],[9.999095e-01 9.049907e-05],"[4.8307413e-07 7.3357834e-05 1.9182596e-02 3.0525619e-01 5.4181355e-01
 1.3166250e-01 1.9958098e-03 1.5307132e-05 2.2374336e-07]"
detected_faces/clip_710_frame_face0.png,White,White,Male,60-69,"[8.6555791e-01 1.0591017e-04 9.5881736e-03 7.0821628e-02 2.4221232e-02
 1.0207299e-03 2.8684428e-02]",[9.6872097e-01 1.8527915e-05 3.0734800e-02 5.2573992e-04],[9.994658e-01 5.341170e-04],"[1.5199039e-04 7.6591052e-05 1.4154651e-04 3.8300401e-05 2.5201763e-04
 2.9113584e-03 1.6947357e-01 7.4259245e-01 8.4362172e-02]"
detected_faces/clip_582_frame_face0.png,East Asian,Asian,Male,30-39,"[5.88622970e-05 2.80960739e-06 3.28439870e-04 9.49260533e-01
 5.03237918e-02 1.49250245e-05 1.06206626e-05]",[8.6332133e-05 1.1778706e-05 9.9986470e-01 3.7197478e-05],[9.9999887e-01 1.1382364e-06],"[6.5492441e-06 3.9454342e-05 7.9642283e-04 6.0412962e-02 7.0182920e-01
 2.1681467e-01 1.9081783e-02 1.0099205e-03 9.0428284e-06]"
detected_faces/clip_646_frame_face1.png,Middle Eastern,White,Male,20-29,"[9.2558237e-03 2.6624273e-05 1.2053931e-02 4.2445783e-05 9.7290795e-05
 2.0172908e-03 9.7650653e-01]",[0.6775038  0.0042051  0.00390952 0.31438154],[9.9999994e-01 5.2610790e-08],"[5.2706270e-07 1.7422206e-04 4.7098923e-02 8.1078076e-01 1.3903654e-01
 2.9030149e-03 5.9375343e-06 7.2530071e-08 5.2170201e-10]"
detected_faces/clip_662_frame_face0.png,Southeast Asian,Asian,Male,20-29,"[1.9980478e-03 4.1996213e-04 1.1191207e-02 4.5905986e-01 5.2712876e-01
 9.1109832e-05 1.1116178e-04]",[3.2145164e-03 3.0379223e-03 9.9299234e-01 7.5525831e-04],[9.9999785e-01 2.1099950e-06],"[5.2348793e-07 4.7755504e-05 3.3212885e-02 7.7002960e-01 1.9247444e-01
 4.1394066e-03 9.2825154e-05 2.5141969e-06 7.8557910e-08]"
detected_faces/clip_456_frame_face0.png,White,White,Female,20-29,"[8.9851969e-01 4.7880476e-05 7.0499210e-03 2.4273760e-04 4.2205866e-04
 1.6493321e-03 9.2068441e-02]",[9.8433113e-01 5.9128908e-04 8.2609216e-03 6.8166233e-03],[2.6902797e-05 9.9997312e-01],"[6.5865088e-08 1.2623301e-05 3.7063090e-03 5.1350784e-01 4.5393836e-01
 2.8000874e-02 8.2072971e-04 1.3111980e-05 1.5178566e-07]"
detected_faces/clip_472_frame_face1.png,White,White,Male,50-59,"[9.7927749e-01 2.2490185e-05 2.9903313e-03 5.3460873e-04 5.6050264e-04
 5.3605589e-04 1.6078554e-02]",[9.9670136e-01 2.0635314e-05 2.7937500e-03 4.8434088e-04],[9.9999863e-01 1.3124095e-06],"[0.0006721  0.00136907 0.00319076 0.00089957 0.00839722 0.0875712
 0.5888085  0.30218086 0.00691076]"
detected_faces/clip_802_frame_face0.png,White,White,Female,20-29,"[9.9763370e-01 4.3508126e-09 3.5324523e-05 7.7470722e-06 2.7989465e-06
 1.0473366e-06 2.3193944e-03]",[9.9994713e-01 6.0897733e-08 4.4018263e-05 8.7650124e-06],[2.0407111e-04 9.9979597e-01],"[1.12056914e-05 7.01041706e-03 1.08880915e-01 6.29297793e-01
 2.26231724e-01 2.82842275e-02 2.81342131e-04 2.25150893e-06
 1.67778495e-07]"
detected_faces/clip_485_frame_face0.png,Latino_Hispanic,White,Male,50-59,"[0.2456356  0.00333151 0.59981096 0.00926272 0.01244248 0.05052241
 0.07899433]",[0.45493233 0.02289006 0.0825475  0.43963012],[0.9988895  0.00111048],"[1.4830520e-04 4.9307890e-04 2.8258215e-03 2.8472582e-03 5.6913409e-02
 3.6946148e-01 5.2177465e-01 4.4852845e-02 6.8317656e-04]"
detected_faces/clip_551_frame_face0.png,East Asian,Asian,Male,40-49,"[1.1160048e-03 5.1854378e-05 1.3047501e-03 9.4875318e-01 4.8319440e-02
 7.1529605e-05 3.8314678e-04]",[0.00339704 0.00215869 0.9882948  0.00614949],[9.9995780e-01 4.2217067e-05],"[3.2404257e-06 2.0757463e-05 9.7723003e-04 5.4655537e-02 3.3331954e-01
 4.2458606e-01 1.6006438e-01 2.6048819e-02 3.2441318e-04]"
detected_faces/clip_423_frame_face0.png,White,White,Female,10-19,"[5.1303226e-01 1.1704883e-04 2.0582343e-02 1.0038461e-02 3.9658542e-03
 1.0826130e-03 4.5118141e-01]",[9.2801189e-01 7.1033143e-04 6.9424734e-02 1.8530254e-03],[0.23465064 0.7653494 ],"[5.7481730e-06 5.5996072e-03 7.0232719e-01 2.8449136e-01 7.4172998e-03
 1.5721617e-04 1.5048154e-06 1.3175874e-07 1.1264866e-08]"
detected_faces/clip_710_frame_face2.png,White,White,Male,50-59,"[8.8905632e-01 7.5610616e-05 1.1661759e-03 1.4099516e-05 3.5311186e-05
 1.9889785e-04 1.0945356e-01]",[9.9771619e-01 8.7750610e-04 6.4080174e-04 7.6550455e-04],[9.9992865e-01 7.1355164e-05],"[3.7467407e-06 7.1866903e-06 1.4813327e-04 4.9198978e-04 9.7066564e-03
 1.5829167e-01 6.5593106e-01 1.6590551e-01 9.5140524e-03]"
detected_faces/clip_617_frame_face0.png,White,White,Female,30-39,"[9.9575609e-01 2.5971582e-07 1.6914884e-04 3.0111391e-06 2.5086233e-06
 5.3816871e-06 4.0634773e-03]",[9.9833357e-01 7.2964267e-06 1.5558613e-03 1.0326645e-04],[1.7948671e-04 9.9982047e-01],"[3.6911479e-07 6.5799228e-05 1.3328888e-02 3.5260585e-01 4.8978150e-01
 1.3948302e-01 4.6710158e-03 6.1790670e-05 1.7452276e-06]"
detected_faces/clip_346_frame_face0.png,White,White,Male,50-59,"[8.2996416e-01 8.1772450e-06 1.9766691e-03 4.8121344e-03 8.9506834e-04
 9.0757538e-05 1.6225307e-01]",[9.8062938e-01 4.2692000e-06 1.9293586e-02 7.2800249e-05],[9.9985814e-01 1.4184986e-04],"[6.7073025e-04 1.7998749e-04 2.9193406e-04 2.5993297e-04 3.7793033e-03
 4.1512672e-02 5.0086224e-01 4.3083984e-01 2.1603271e-02]"
detected_faces/clip_172_frame_face0.png,White,White,Male,40-49,"[7.08409011e-01 1.17760035e-04 2.55642515e-02 2.98199739e-04
 2.49446632e-04 2.06587045e-03 2.63295531e-01]",[9.9751103e-01 2.5218583e-04 4.9491448e-04 1.7419739e-03],[9.999306e-01 6.943163e-05],"[5.2380186e-05 9.0557296e-05 4.5237411e-04 2.3876955e-03 1.1169188e-01
 6.3267422e-01 2.4390675e-01 8.6492309e-03 9.4928982e-05]"
detected_faces/clip_292_frame_face0.png,Middle Eastern,White,Male,30-39,"[4.2144683e-01 3.5477331e-04 3.3873513e-02 2.5040268e-05 6.7657194e-05
 1.1289092e-03 5.4310328e-01]",[9.9773538e-01 8.1161625e-04 1.6666375e-04 1.2862871e-03],[9.995625e-01 4.374792e-04],"[2.6146708e-06 3.5383546e-05 2.6537138e-03 9.5198125e-02 5.4493117e-01
 3.3935192e-01 1.7562501e-02 2.5917913e-04 5.4971870e-06]"
detected_faces/clip_265_frame_face3.png,White,White,Female,20-29,"[9.9963635e-01 5.9653723e-07 2.4937224e-05 1.0611184e-05 4.7886383e-06
 7.1389996e-07 3.2202160e-04]",[9.9989319e-01 3.0006928e-05 4.0786897e-05 3.6030353e-05],[6.940400e-05 9.999306e-01],"[1.3224430e-06 2.2143491e-04 2.1343855e-02 5.8119494e-01 3.3439517e-01
 6.0240455e-02 2.5378342e-03 6.1707935e-05 3.2272139e-06]"
detected_faces/clip_10_frame_face1.png,White,White,Male,40-49,"[9.6296769e-01 4.3445448e-06 2.2186944e-03 2.9565883e-04 1.2264705e-04
 1.2626176e-05 3.4378402e-02]",[9.8705882e-01 1.5077661e-06 1.2934645e-02 5.0151466e-06],[0.7941167  0.20588335],"[1.9709249e-05 2.3617459e-04 1.3629546e-02 7.2638616e-02 2.1092469e-01
 4.9573368e-01 1.7997545e-01 2.5195632e-02 1.6464806e-03]"
detected_faces/clip_34_frame_face0.png,White,White,Male,60-69,"[8.4018564e-01 7.9034671e-06 5.0866272e-04 4.6281164e-04 1.1333757e-04
 3.3016575e-05 1.5868863e-01]",[9.9780512e-01 4.0211355e-05 2.0457103e-03 1.0906445e-04],[9.999483e-01 5.163180e-05],"[4.06817520e-07 1.08770635e-07 1.40717589e-06 5.07527238e-06
 2.88760257e-05 7.22362136e-04 7.69377202e-02 7.11856246e-01
 2.10447699e-01]"
detected_faces/clip_92_frame_face0.png,White,White,Female,30-39,"[9.9310327e-01 1.0342397e-06 2.8636877e-03 2.9654351e-05 7.3627838e-05
 2.8116134e-04 3.6474434e-03]",[9.7343910e-01 7.4960863e-06 2.7789420e-03 2.3774497e-02],[5.5950341e-06 9.9999434e-01],"[1.0501836e-07 1.3264290e-04 7.6802205e-03 4.6877995e-01 4.7295886e-01
 4.9639583e-02 7.9943874e-04 8.9492132e-06 3.1103926e-07]"
detected_faces/clip_234_frame_face0.png,East Asian,Asian,Female,20-29,"[2.9563785e-01 6.1348078e-07 4.6111434e-03 6.7434841e-01 2.1459632e-02
 5.6979945e-05 3.8854359e-03]",[1.0919339e-01 2.9325181e-06 8.9074105e-01 6.2637562e-05],[0.0164014  0.98359865],"[5.7552024e-06 3.7994812e-04 3.5342239e-02 8.1328934e-01 1.4518356e-01
 5.7531698e-03 4.4727050e-05 1.2583459e-06 4.2104777e-08]"
detected_faces/clip_649_frame_face1.png,White,White,Male,20-29,"[0.5803071  0.00614017 0.13365419 0.01080498 0.00509153 0.1497188
 0.1142832 ]",[0.55108917 0.01948862 0.06597677 0.36344552],[0.99541175 0.00458824],"[1.0297391e-04 3.6026547e-03 6.0490210e-02 4.6518549e-01 3.8513243e-01
 7.9868607e-02 5.3632283e-03 2.3885921e-04 1.5533375e-05]"
detected_faces/clip_516_frame_face0.png,White,White,Male,50-59,"[6.0657334e-01 4.4809759e-04 3.3734005e-02 1.2754797e-02 8.3278716e-03
 3.0756332e-03 3.3508632e-01]",[9.8113006e-01 9.7465591e-04 1.2384960e-02 5.5102594e-03],[9.9999648e-01 3.5416062e-06],"[5.8146502e-04 1.4132402e-04 4.2534724e-04 1.0879734e-03 1.2818878e-02
 1.0713372e-01 6.5864694e-01 2.1566984e-01 3.4944704e-03]"
detected_faces/clip_532_frame_face1.png,White,White,Female,20-29,"[6.5508062e-01 5.8128284e-05 4.3832060e-02 4.4598826e-03 4.7820341e-03
 4.0026656e-03 2.8778467e-01]",[9.5966393e-01 7.7169354e-04 3.6705360e-02 2.8590751e-03],[4.0639705e-05 9.9995935e-01],"[5.7647487e-08 1.2996183e-04 5.9445526e-02 8.3990687e-01 9.9167548e-02
 1.3421763e-03 7.7325521e-06 1.5707002e-07 4.3909356e-09]"
detected_faces/clip_722_frame_face0.png,East Asian,Asian,Male,30-39,"[2.2358529e-04 2.8740311e-07 1.3625718e-04 9.7910482e-01 2.0470083e-02
 4.4182198e-06 6.0579903e-05]",[2.2596063e-04 1.0338652e-07 9.9976820e-01 5.7020529e-06],[9.9998140e-01 1.8610632e-05],"[4.6552992e-07 2.7846139e-05 6.7369989e-03 4.0538171e-01 5.5966127e-01
 2.7685909e-02 4.8496312e-04 2.0704450e-05 1.5846578e-07]"
detected_faces/clip_650_frame_face0.png,White,White,Male,30-39,"[8.8330114e-01 3.7891718e-04 1.1455197e-02 7.5698661e-04 3.3377798e-04
 1.9387134e-04 1.0358007e-01]",[9.7309256e-01 6.8935129e-04 1.8738495e-02 7.4796411e-03],[9.9994367e-01 5.6339086e-05],"[4.3212899e-06 7.3260751e-05 1.4040431e-02 3.3601817e-01 5.4733759e-01
 1.0079996e-01 1.6886909e-03 3.6850677e-05 7.3285901e-07]"
detected_faces/clip_674_frame_face1.png,White,White,Male,20-29,"[8.7234747e-01 1.4013368e-04 3.8205750e-02 2.0700628e-04 4.0604692e-04
 8.5295097e-04 8.7840639e-02]",[9.9794012e-01 7.0667862e-05 8.8803633e-04 1.1011461e-03],[0.9838088  0.01619119],"[4.7197418e-06 1.1011667e-03 3.3874756e-01 5.8394027e-01 7.1956351e-02
 4.1700420e-03 7.4116200e-05 5.3334638e-06 4.7341248e-07]"
detected_faces/clip_618_frame_face2.png,Black,Asian,Female,30-39,"[0.00445037 0.8132146  0.03796362 0.02792604 0.08255588 0.02718548
 0.006704  ]",[0.04360879 0.3317434  0.6025744  0.02207338],[0.00974084 0.9902592 ],"[2.8682874e-05 2.9586384e-04 8.8517098e-03 2.1282053e-01 3.5188475e-01
 2.8369495e-01 1.2525985e-01 1.6144836e-02 1.0188164e-03]"
detected_faces/clip_594_frame_face1.png,East Asian,Asian,Female,20-29,"[0.01764521 0.0006461  0.04265174 0.4832142  0.4358694  0.01263392
 0.00733945]",[0.00521584 0.00161636 0.9884214  0.0047464 ],[1.1966295e-04 9.9988037e-01],"[6.10544291e-08 3.87882174e-05 3.26187499e-02 8.61092687e-01
 1.05581835e-01 6.62000559e-04 5.73221632e-06 1.52953078e-07
 1.43299528e-09]"
detected_faces/clip_683_frame_face2.png,Black,Black,Male,20-29,"[0.00752349 0.4812721  0.05381754 0.00242242 0.00791769 0.05401822
 0.3930285 ]",[0.0017314  0.92476577 0.00222321 0.0712797 ],[9.998080e-01 1.920163e-04],"[1.46045059e-05 1.05007775e-02 2.23067462e-01 4.82718676e-01
 2.45074362e-01 3.67353670e-02 1.74276659e-03 1.36214105e-04
 9.73870556e-06]"
detected_faces/clip_830_frame_face0.png,White,White,Female,30-39,"[9.9927753e-01 1.0819132e-07 3.6781130e-05 3.0860517e-07 6.6287606e-07
 1.5459849e-06 6.8306661e-04]",[9.99979019e-01 7.86243845e-07 1.33090625e-05 6.87250758e-06],[1.39515905e-05 9.99986053e-01],"[1.0233806e-08 2.3001683e-06 1.4477153e-03 2.5250214e-01 6.4473969e-01
 9.8897681e-02 2.3917768e-03 1.8297296e-05 3.9090159e-07]"
detected_faces/clip_440_frame_face1.png,White,White,Female,20-29,"[9.9159217e-01 1.5758289e-04 1.0070459e-03 5.3546264e-05 3.2023181e-05
 5.3293414e-05 7.1043083e-03]",[9.9875802e-01 1.8115022e-04 9.4226527e-04 1.1859510e-04],[0.00315845 0.99684155],"[1.2654250e-05 1.6788052e-03 2.8729701e-02 4.9202040e-01 4.1705570e-01
 5.6611750e-02 3.7384043e-03 1.3938658e-04 1.3270459e-05]"
detected_faces/clip_464_frame_face0.png,White,White,Male,20-29,"[9.6873665e-01 4.9681843e-05 9.7155459e-03 5.0310500e-04 5.9963873e-04
 2.7197294e-04 2.0123390e-02]",[9.9498147e-01 4.4042961e-04 8.5040421e-04 3.7275909e-03],[0.99618363 0.00381639],"[4.2453786e-07 3.0171299e-05 2.2423258e-02 7.3769766e-01 2.3211260e-01
 7.6290173e-03 1.0461604e-04 2.1475298e-06 1.1232903e-07]"
detected_faces/clip_73_frame_face0.png,White,White,Male,30-39,"[9.7672659e-01 3.6603319e-07 1.0575779e-03 8.5134048e-04 2.4200043e-04
 1.4535330e-05 2.1107625e-02]",[9.9938816e-01 6.7083158e-07 6.0117664e-04 9.9497856e-06],[0.99649835 0.00350165],"[2.8386671e-06 1.2969133e-04 1.9516526e-02 2.5660282e-01 5.1136625e-01
 2.0482589e-01 7.4095516e-03 1.4270579e-04 3.7599343e-06]"
detected_faces/clip_111_frame_face1.png,White,White,Male,40-49,"[9.1348976e-01 7.8776164e-04 2.8856264e-02 1.1286945e-03 9.1781310e-04
 4.6939711e-04 5.4350346e-02]",[9.9570912e-01 1.8348622e-04 3.0438476e-03 1.0634488e-03],[0.99428546 0.00571452],"[1.2761298e-04 8.2979910e-04 5.4649790e-03 6.6764452e-03 7.0650846e-02
 4.5674869e-01 4.0859294e-01 4.9471129e-02 1.4375914e-03]"
detected_faces/clip_135_frame_face0.png,Black,Black,Male,40-49,"[4.7341643e-07 9.9996203e-01 1.0431488e-05 5.4902682e-08 3.9327651e-07
 2.4817995e-05 1.7939082e-06]",[4.4399189e-07 9.9999046e-01 1.9829295e-06 7.0879796e-06],[9.991312e-01 8.687531e-04],"[1.2916263e-07 6.8765866e-07 2.5485351e-04 4.5295056e-02 3.0557957e-01
 5.7972491e-01 6.7925923e-02 1.1917161e-03 2.7152581e-05]"
detected_faces/clip_301_frame_face0.png,East Asian,Asian,Male,30-39,"[2.5280280e-04 4.2482761e-06 1.9264183e-04 9.6129757e-01 3.8233560e-02
 4.8536576e-06 1.4347873e-05]",[3.0361704e-04 7.7405075e-06 9.9967682e-01 1.1840218e-05],[0.943115   0.05688504],"[1.2181199e-05 7.7840763e-05 3.8970064e-03 1.6871026e-01 4.7311112e-01
 2.9227409e-01 5.1178802e-02 1.0261286e-02 4.7745820e-04]"
detected_faces/clip_325_frame_face1.png,White,White,Male,40-49,"[9.5862049e-01 2.4377223e-06 1.6859270e-03 1.6273068e-04 1.2618392e-04
 1.5188015e-05 3.9386891e-02]",[9.99697268e-01 1.00933232e-06 1.96153676e-04 1.05646526e-04],[9.9981403e-01 1.8596179e-04],"[4.8202814e-06 1.8759949e-05 8.0035161e-04 3.1530432e-02 3.0388123e-01
 5.3653854e-01 1.2158200e-01 5.5194199e-03 1.2437979e-04]"
detected_faces/clip_257_frame_face1.png,Middle Eastern,White,Male,40-49,"[2.6521498e-01 2.7856030e-04 3.4604310e-03 9.6550975e-06 2.7759930e-05
 8.1409793e-04 7.3019445e-01]",[9.9793398e-01 2.6222022e-04 1.0870949e-04 1.6950431e-03],[9.9997860e-01 2.1417052e-05],"[1.6216127e-05 1.0360639e-05 5.5411248e-05 2.3964935e-03 1.2785314e-01
 7.2768545e-01 1.3649532e-01 5.3616711e-03 1.2590644e-04]"
detected_faces/clip_273_frame_face0.png,White,White,Male,3-9,"[9.9743468e-01 5.0582025e-06 2.9234742e-04 3.2245120e-05 3.4181860e-05
 1.9295228e-05 2.1822075e-03]",[9.9987298e-01 8.8762763e-06 7.6714634e-05 4.1491956e-05],[0.78574246 0.21425752],"[2.0295326e-03 6.4314502e-01 2.8647223e-01 2.9647643e-02 1.6972961e-02
 1.9357735e-02 2.1750357e-03 1.6310536e-04 3.6814698e-05]"
detected_faces/clip_193_frame_face0.png,White,White,Male,30-39,"[9.9636185e-01 2.4029966e-06 9.0314867e-04 1.1759611e-05 1.6475078e-05
 5.9085392e-06 2.6983959e-03]",[9.9971294e-01 6.8235233e-05 1.9420465e-04 2.4550136e-05],[0.87289774 0.12710227],"[1.0908292e-05 1.3477777e-03 3.2967657e-02 1.5258637e-01 4.5009696e-01
 3.2658136e-01 3.5389271e-02 1.0027966e-03 1.6921475e-05]"
detected_faces/clip_108_frame_face0.png,East Asian,White,Female,10-19,"[2.5421673e-01 1.2720017e-04 2.5927344e-01 3.7732384e-01 2.5902949e-02
 8.8994933e-04 8.2265876e-02]",[8.0537075e-01 1.5809269e-04 1.9277279e-01 1.6984330e-03],[0.01913947 0.9808605 ],"[3.5799198e-06 2.4706374e-01 7.4531442e-01 7.3449537e-03 2.6554306e-04
 7.6322149e-06 9.3262649e-08 1.8538289e-08 1.7384768e-09]"
detected_faces/clip_383_frame_face0.png,White,White,Male,30-39,"[7.6720536e-01 8.1314516e-05 2.3712272e-02 6.0412072e-02 1.8403975e-02
 2.2278903e-03 1.2795709e-01]",[9.1925567e-01 1.6586184e-04 6.6159509e-02 1.4418922e-02],[9.9972469e-01 2.7531272e-04],"[3.84880786e-06 1.02693375e-04 1.88696815e-03 1.69090375e-01
 7.20481932e-01 1.07096314e-01 1.31918711e-03 1.82289896e-05
 4.48869088e-07]"
detected_faces/clip_318_frame_face0.png,Middle Eastern,White,Male,40-49,"[1.8248503e-01 6.7153096e-06 9.9765696e-03 4.8952512e-05 7.5226199e-05
 3.4310890e-04 8.0706441e-01]",[9.9898577e-01 5.4751404e-06 4.2042855e-05 9.6681918e-04],[9.9997985e-01 2.0132977e-05],"[8.7066028e-06 9.1460206e-06 1.0783144e-04 3.5595678e-04 4.1884787e-02
 5.8084130e-01 3.6359715e-01 1.3049048e-02 1.4603493e-04]"
detected_faces/clip_164_frame_face2.png,White,White,Female,20-29,"[9.9634612e-01 1.9006756e-06 6.7456000e-05 3.3615995e-04 6.1257248e-05
 2.7552836e-05 3.1594953e-03]",[9.8210806e-01 5.5313056e-05 1.6700249e-02 1.1364848e-03],[0.004288   0.99571204],"[7.3167910e-05 2.9297164e-03 4.2012338e-02 6.8647069e-01 2.3204106e-01
 3.2467175e-02 3.5338847e-03 3.8083293e-04 9.1096415e-05]"
detected_faces/clip_257_frame_face0.png,Latino_Hispanic,Indian,Female,20-29,"[0.02667024 0.08615051 0.5146792  0.00342087 0.02827903 0.266816
 0.07398422]",[0.1218917  0.1690607  0.10635927 0.6026884 ],[2.1192138e-04 9.9978811e-01],"[9.1993691e-08 4.7584086e-05 1.6862748e-02 5.1267588e-01 4.4299820e-01
 2.6895445e-02 5.1130046e-04 8.5891470e-06 1.7163147e-07]"
detected_faces/clip_325_frame_face0.png,East Asian,Asian,Male,30-39,"[2.7347971e-02 3.7671722e-04 4.0664081e-02 7.2494048e-01 1.9791223e-01
 5.8616081e-04 8.1724115e-03]",[1.9555136e-03 2.5891977e-06 9.9802780e-01 1.4099581e-05],[9.9999386e-01 6.1353594e-06],"[7.2285584e-06 3.0933856e-04 2.8710755e-02 2.7696118e-01 5.2648616e-01
 1.5718824e-01 1.0031969e-02 3.0262163e-04 2.5493114e-06]"
detected_faces/clip_111_frame_face0.png,East Asian,Asian,Female,10-19,"[0.23814799 0.01254287 0.23843955 0.27405316 0.04275851 0.00323084
 0.19082716]",[0.39934447 0.00178736 0.59702426 0.00184383],[0.4863788 0.5136212],"[7.8233861e-05 2.7235451e-01 6.5862566e-01 6.2081430e-02 6.6112718e-03
 2.4245390e-04 5.6541371e-06 7.6846118e-07 1.0535395e-07]"
detected_faces/clip_57_frame_face0.png,East Asian,Asian,Female,20-29,"[4.1565198e-02 4.5205965e-05 7.0837638e-03 7.0935291e-01 2.3747671e-01
 1.2216594e-03 3.2545510e-03]",[4.7720250e-02 3.0019408e-04 9.4860256e-01 3.3769840e-03],[0.0053339 0.9946661],"[1.6504076e-07 1.0249804e-03 3.3715713e-01 6.4868331e-01 1.3072321e-02
 6.1800674e-05 2.4136421e-07 8.0513063e-09 2.6149399e-10]"
detected_faces/clip_73_frame_face1.png,Black,Black,Male,30-39,"[8.0170656e-07 9.9985808e-01 6.0637522e-05 2.4987689e-06 3.3346496e-05
 4.3188680e-05 1.4212794e-06]",[1.8612408e-06 9.9974561e-01 1.2735162e-04 1.2523492e-04],[0.99853826 0.00146174],"[1.8306135e-07 2.1089479e-06 8.1853906e-04 1.3518368e-01 5.2759999e-01
 3.0668870e-01 2.8828865e-02 8.2013465e-04 5.7746784e-05]"
detected_faces/clip_814_frame_face0.png,White,White,Male,20-29,"[9.1834497e-01 6.1257771e-07 1.8993131e-03 7.1901180e-05 4.8130129e-05
 1.5203248e-05 7.9619937e-02]",[9.99720454e-01 1.18476673e-05 1.45859100e-04 1.21865975e-04],[9.9999869e-01 1.3225794e-06],"[7.13214968e-06 2.67295772e-03 3.33855450e-01 5.47230184e-01
 1.12951264e-01 3.27010872e-03 1.27390822e-05 2.08488601e-07
 2.65263678e-09]"
detected_faces/clip_464_frame_face1.png,White,White,Female,20-29,"[9.93362725e-01 2.48512515e-05 3.26722767e-03 5.98121223e-05
 1.21108234e-04 6.98880176e-05 3.09452484e-03]",[0.98269707 0.00555287 0.01040174 0.00134832],[2.8880168e-04 9.9971128e-01],"[1.0549053e-05 3.7336051e-03 1.1367510e-01 4.4172269e-01 3.9275661e-01
 4.6249378e-02 1.8072354e-03 4.2538075e-05 2.3233051e-06]"
detected_faces/clip_440_frame_face0.png,Middle Eastern,White,Male,20-29,"[4.86666501e-01 1.17315205e-04 1.96901187e-02 3.24342836e-04
 3.29120230e-04 2.02548481e-03 4.90847081e-01]",[9.8047656e-01 6.4532971e-04 1.0382343e-02 8.4957862e-03],[0.99804926 0.00195073],"[7.2906645e-05 1.7519824e-03 8.1430025e-02 4.2668650e-01 3.3815667e-01
 1.3415317e-01 1.6398733e-02 1.2913445e-03 5.8595291e-05]"
detected_faces/clip_674_frame_face0.png,White,White,Male,10-19,"[6.9261461e-01 5.9571055e-05 1.3363578e-02 8.2547439e-04 4.2556130e-04
 4.7117777e-04 2.9223993e-01]",[0.94614667 0.00174228 0.0096072  0.04250382],[0.9631559  0.03684406],"[6.9838998e-06 4.3167818e-02 8.8148576e-01 7.0731305e-02 4.3552606e-03
 2.4933711e-04 3.2111786e-06 2.4360679e-07 2.7440469e-08]"
detected_faces/clip_650_frame_face1.png,White,White,Male,20-29,"[5.1679605e-01 4.1073930e-05 6.5227519e-03 3.4784057e-04 3.1829134e-04
 2.6739118e-04 4.7570661e-01]",[9.9855059e-01 8.6265056e-05 1.0828380e-03 2.8033525e-04],[0.9929621  0.00703788],"[1.4767347e-06 5.1421585e-04 1.7994922e-01 7.0939410e-01 1.0390958e-01
 6.1186245e-03 1.0602640e-04 6.3088610e-06 5.1427060e-07]"
detected_faces/clip_594_frame_face0.png,East Asian,Asian,Female,30-39,"[4.96452325e-04 7.13592408e-06 4.42831253e-04 8.93926740e-01
 1.05100527e-01 1.22688061e-05 1.40563225e-05]",[8.9959329e-04 2.2765298e-04 9.9876112e-01 1.1163630e-04],[0.42645523 0.57354474],"[1.2133015e-05 8.3374872e-04 2.1343725e-02 3.0877548e-01 4.4966671e-01
 1.9076778e-01 2.6098082e-02 2.3663812e-03 1.3594321e-04]"
